qseqid sseqid intron_length intron_position_on_target supercontig_length
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 217 1863 8704
VV17G05290_SIM1_transcript_24657-simsii_cds CM030795.1 988 715 5174
VV17G05290_SIM1_transcript_24657-simsii_cds CM030795.1 959 872 5174
VV17G05290_SIM1_transcript_24657-simsii_cds CM030795.1 67 1175 5174
VV17G05290_SIM1_transcript_24657-simsii_cds CM030795.1 409 1329 5174
VV17G05290_SIM1_transcript_24657-simsii_cds CM030795.1 389 1473 5174
VV17G05290_SIM1_transcript_24657-simsii_cds CM030795.1 84 1524 5174
VV17G05290_SIM1_transcript_24657-simsii_cds CM030795.1 676 1590 5174
VV17G05430_SIM1_transcript_27469-simsii_cds CM030799.1 1139 1000 5736
VV17G05430_SIM1_transcript_27469-simsii_cds CM030799.1 568 1052 5736
VV17G05430_SIM1_transcript_27469-simsii_cds CM030799.1 75 1145 5736
VV17G05430_SIM1_transcript_27469-simsii_cds CM030799.1 82 1510 5736
VV17G05430_SIM1_transcript_27469-simsii_cds CM030799.1 603 2199 5736
VV17G05430_SIM1_transcript_27469-simsii_cds CM030799.1 613 2313 5736
VV17G05430_SIM1_transcript_27469-simsii_cds CM030799.1 105 2523 5736
VV17G06970_DEL1_transcript_2745-delavayi_cds CM030799.1 2683 2307 4991
VV17G07550_DEL1_transcript_2953-delavayi_cds CM030794.1 104 1260 2368
VV17G07550_DEL1_transcript_2953-delavayi_cds CM030794.1 526 1578 2368
VV17G07550_DEL1_transcript_2953-delavayi_cds CM030794.1 101 1626 2368
VV17G07700_WIL1_transcript_14440-williamsianum_cds CM030799.1 707 1366 6486
VV17G07700_WIL1_transcript_14440-williamsianum_cds CM030799.1 519 1018 6486
VV17G07700_WIL1_transcript_14440-williamsianum_cds CM030799.1 727 736 6486
VV17G07700_WIL1_transcript_14440-williamsianum_cds CM030799.1 2487 317 6486
VV17G07700_WIL1_transcript_14440-williamsianum_cds CM030799.1 101 76 6486
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 658 351 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 491 486 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 2807 583 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 100 702 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 314 776 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 648 875 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 65 960 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 780 1063 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 79 1155 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 76 1273 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 205 1380 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 9290 1451 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 785 1567 18817
VV18G02650_SIM1_transcript_24772-simsii_cds CM030798.1 844 1734 18817
VV18G05220_DEL1_transcript_8796-delavayi_cds CM030793.1 4288 1236 10010
VV18G05220_DEL1_transcript_8796-delavayi_cds CM030793.1 526 1301 10010
VV18G05220_DEL1_transcript_8796-delavayi_cds CM030793.1 80 1344 10010
VV18G05220_DEL1_transcript_8796-delavayi_cds CM030793.1 3600 1503 10010
VV18G07810_DEL1_transcript_15838-delavayi_cds CM030794.1 3623 548 6970
VV18G07810_DEL1_transcript_15838-delavayi_cds CM030794.1 771 973 6970
VV18G07810_DEL1_transcript_15838-delavayi_cds CM030794.1 120 1104 6970
VV18G07810_DEL1_transcript_15838-delavayi_cds CM030794.1 858 1590 6970
VV19G01730_WIL1_transcript_11738-williamsianum_cds CM030791.1 1256 177 7992
VV19G01730_WIL1_transcript_11738-williamsianum_cds CM030791.1 1714 287 7992
VV19G01730_WIL1_transcript_11738-williamsianum_cds CM030791.1 1387 404 7992
VV19G01730_WIL1_transcript_11738-williamsianum_cds CM030791.1 393 610 7992
VV19G01730_WIL1_transcript_11738-williamsianum_cds CM030791.1 74 705 7992
VV19G01730_WIL1_transcript_11738-williamsianum_cds CM030791.1 113 853 7992
VV19G01730_WIL1_transcript_11738-williamsianum_cds CM030791.1 132 1024 7992
VV19G01730_WIL1_transcript_11738-williamsianum_cds CM030791.1 1116 1263 7992
VV19G01730_WIL1_transcript_11738-williamsianum_cds CM030791.1 77 1551 7992
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 94 412 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 533 267 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 1065674 267 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 533 412 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 94 455 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 1599 743 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 30 964 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 55 1139 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 207 1215 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 -1 1388 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 76 1448 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030792.1 1620297 1389 2690651
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 3608324 743 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 97 964 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 94 1140 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 2760 508 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 103 741 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 82 964 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 6465 1138 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 208 1389 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 559 1526 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 3833464 1140 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 766 742 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 306 412 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 94 361 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 11636419 51 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 2810 207 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 550 267 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 185 361 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 124 412 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 92 508 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 109 743 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 116 964 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 94 1140 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 197 1389 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 75 1448 19098496
VV19G03610_SIM1_transcript_14514-simsii_cds CM030793.1 443 1608 19098496
VV19G05810_SIM1_transcript_14888-simsii_cds CM030793.1 920 1959 2875
VV19G05810_SIM1_transcript_14888-simsii_cds CM030797.1 1 798 1784
VV19G05810_SIM1_transcript_14888-simsii_cds CM030797.1 472 166 1784
VV19G06040_DEL1_transcript_3202-delavayi_cds CM030789.1 19140325 1716 19140437
VV19G06040_DEL1_transcript_3202-delavayi_cds CM030791.1 580 1767 9475579
VV19G06040_DEL1_transcript_3202-delavayi_cds CM030791.1 103 1660 9475579
VV19G06040_DEL1_transcript_3202-delavayi_cds CM030791.1 319 1377 9475579
VV19G06040_DEL1_transcript_3202-delavayi_cds CM030791.1 272 1089 9475579
VV19G06040_DEL1_transcript_3202-delavayi_cds CM030791.1 380 811 9475579
VV19G06040_DEL1_transcript_3202-delavayi_cds CM030791.1 100 626 9475579
VV19G06040_DEL1_transcript_3202-delavayi_cds CM030791.1 84 471 9475579
VV19G06040_DEL1_transcript_3202-delavayi_cds CM030791.1 416 187 9475579
VV19G06040_DEL1_transcript_3202-delavayi_cds CM030791.1 9471212 1716 9475579
